Entity,Code,Year,Biofuels
Mexico,MEX,2005,0
Mexico,MEX,2006,0
Mexico,MEX,2007,0
Mexico,MEX,2008,0
Mexico,MEX,2009,0
Mexico,MEX,2010,0
Mexico,MEX,2011,0
Mexico,MEX,2012,0
Mexico,MEX,2013,0
Mexico,MEX,2014,0
Mexico,MEX,2015,0
Mexico,MEX,2016,0.11824279
Mexico,MEX,2017,0.17736419
Mexico,MEX,2018,0.29560697
Mexico,MEX,2019,0.29560697
Mexico,MEX,2020,0.23648559
Mexico,MEX,2021,0.35472837
Mexico,MEX,2022,0.41384977
Mexico,MEX,2023,0.41384977
Mexico,MEX,2024,0.41498363
Middle East (EI),,1990,0
Middle East (EI),,1991,0
Middle East (EI),,1992,0
Middle East (EI),,1993,0
Middle East (EI),,1994,0
Middle East (EI),,1995,0
Middle East (EI),,1996,0
Middle East (EI),,1997,0
Middle East (EI),,1998,0
Middle East (EI),,1999,0
Middle East (EI),,2000,0
Middle East (EI),,2001,0
Middle East (EI),,2002,0.04706063
Middle East (EI),,2003,0.054391686
Middle East (EI),,2004,0.03293062
Middle East (EI),,2005,0
Middle East (EI),,2006,0
Middle East (EI),,2007,0
Middle East (EI),,2008,0
Middle East (EI),,2009,0.1359678
Middle East (EI),,2010,0.13005613
Middle East (EI),,2011,0.14873718
Middle East (EI),,2012,0.1686074
Middle East (EI),,2013,0.18383166
Middle East (EI),,2014,0.20021768
Middle East (EI),,2015,0.23635906
Middle East (EI),,2016,0.2493403
Middle East (EI),,2017,0.095823266
Middle East (EI),,2018,0.12014163
Middle East (EI),,2019,0.14446001
Middle East (EI),,2020,0.2207674
Middle East (EI),,2021,0.3760275
Middle East (EI),,2022,0.6613115
Middle East (EI),,2023,0.95405775
Middle East (EI),,2024,1.1424383
Netherlands,NLD,1990,0
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0
Netherlands,NLD,1993,0
Netherlands,NLD,1994,0
Netherlands,NLD,1995,0
Netherlands,NLD,1996,0
Netherlands,NLD,1997,0
Netherlands,NLD,1998,0
Netherlands,NLD,1999,0
Netherlands,NLD,2000,0
Netherlands,NLD,2001,0
Netherlands,NLD,2002,0
Netherlands,NLD,2003,0
Netherlands,NLD,2004,0.06880471
Netherlands,NLD,2005,0.034308363
Netherlands,NLD,2006,0.27188888
Netherlands,NLD,2007,0.94805557
Netherlands,NLD,2008,0.9051667
Netherlands,NLD,2009,2.816111
Netherlands,NLD,2010,4.511413
Netherlands,NLD,2011,7.6950274
Netherlands,NLD,2012,14.698286
Netherlands,NLD,2013,17.213943
Netherlands,NLD,2014,20.73037
Netherlands,NLD,2015,19.810902
Netherlands,NLD,2016,17.64519
Netherlands,NLD,2017,22.894234
Netherlands,NLD,2018,21.969234
Netherlands,NLD,2019,23.299511
Netherlands,NLD,2020,23.195406
Netherlands,NLD,2021,24.061455
Netherlands,NLD,2022,22.975431
Netherlands,NLD,2023,25.149797
Netherlands,NLD,2024,24.263231
Non-OECD (EI),,1990,69.62396
Non-OECD (EI),,1991,77.912674
Non-OECD (EI),,1992,71.42484
Non-OECD (EI),,1993,68.920845
Non-OECD (EI),,1994,75.577805
Non-OECD (EI),,1995,76.957504
Non-OECD (EI),,1996,85.562675
Non-OECD (EI),,1997,93.96398
Non-OECD (EI),,1998,85.75449
Non-OECD (EI),,1999,79.149574
Non-OECD (EI),,2000,66.51583
Non-OECD (EI),,2001,71.41274
Non-OECD (EI),,2002,80.95009
Non-OECD (EI),,2003,95.99225
Non-OECD (EI),,2004,96.91743
Non-OECD (EI),,2005,109.46906
Non-OECD (EI),,2006,128.0956
Non-OECD (EI),,2007,168.09877
Non-OECD (EI),,2008,223.42302
Non-OECD (EI),,2009,223.51572
Non-OECD (EI),,2010,250.37985
Non-OECD (EI),,2011,256.8758
Non-OECD (EI),,2012,275.10294
Non-OECD (EI),,2013,316.48956
Non-OECD (EI),,2014,352.74884
Non-OECD (EI),,2015,341.8905
Non-OECD (EI),,2016,353.26743
Non-OECD (EI),,2017,351.25653
Non-OECD (EI),,2018,431.5045
Non-OECD (EI),,2019,489.96777
Non-OECD (EI),,2020,467.22614
Non-OECD (EI),,2021,490.40262
Non-OECD (EI),,2022,529.20404
Non-OECD (EI),,2023,594.5617
Non-OECD (EI),,2024,662.99915
North America,OWID_NAM,1990,16.732742
North America,OWID_NAM,1991,19.388733
North America,OWID_NAM,1992,22.044722
North America,OWID_NAM,1993,25.833725
North America,OWID_NAM,1994,28.846283
North America,OWID_NAM,1995,30.384048
North America,OWID_NAM,1996,21.786278
North America,OWID_NAM,1997,28.832184
North America,OWID_NAM,1998,31.444319
North America,OWID_NAM,1999,33.364548
North America,OWID_NAM,2000,37.56903
North America,OWID_NAM,2001,41.127228
North America,OWID_NAM,2002,49.619167
North America,OWID_NAM,2003,64.61445
North America,OWID_NAM,2004,78.52306
North America,OWID_NAM,2005,92.017426
North America,OWID_NAM,2006,119.898056
North America,OWID_NAM,2007,168.4942
North America,OWID_NAM,2008,237.80821
North America,OWID_NAM,2009,271.36905
North America,OWID_NAM,2010,318.8468
North America,OWID_NAM,2011,358.40552
North America,OWID_NAM,2012,342.7514
North America,OWID_NAM,2013,360.06918
North America,OWID_NAM,2014,383.6866
North America,OWID_NAM,2015,395.03723
North America,OWID_NAM,2016,422.2788
North America,OWID_NAM,2017,434.90988
North America,OWID_NAM,2018,448.49377
North America,OWID_NAM,2019,444.68457
North America,OWID_NAM,2020,407.4588
North America,OWID_NAM,2021,439.1881
North America,OWID_NAM,2022,465.8725
North America,OWID_NAM,2023,513.10596
North America,OWID_NAM,2024,553.6351
North America (EI),,1990,16.732742
North America (EI),,1991,19.388733
North America (EI),,1992,22.044722
North America (EI),,1993,25.833725
North America (EI),,1994,28.846283
North America (EI),,1995,30.384048
North America (EI),,1996,21.786278
North America (EI),,1997,28.832184
North America (EI),,1998,31.444319
North America (EI),,1999,33.364548
North America (EI),,2000,37.569035
North America (EI),,2001,41.127228
North America (EI),,2002,49.619167
North America (EI),,2003,64.61444
North America (EI),,2004,78.52307
North America (EI),,2005,92.01743
North America (EI),,2006,119.89806
North America (EI),,2007,168.49422
North America (EI),,2008,237.80821
North America (EI),,2009,271.36905
North America (EI),,2010,318.84677
North America (EI),,2011,358.40552
North America (EI),,2012,342.7514
North America (EI),,2013,360.06918
North America (EI),,2014,383.68658
North America (EI),,2015,395.03723
North America (EI),,2016,422.27878
North America (EI),,2017,434.9099
North America (EI),,2018,448.49374
North America (EI),,2019,444.68457
North America (EI),,2020,407.4588
North America (EI),,2021,439.18814
North America (EI),,2022,465.8725
North America (EI),,2023,513.10596
North America (EI),,2024,553.6351
OECD (EI),,1990,16.962343
OECD (EI),,1991,19.498756
OECD (EI),,1992,22.262028
OECD (EI),,1993,26.366291
OECD (EI),,1994,30.261938
OECD (EI),,1995,32.866077
OECD (EI),,1996,25.41372
OECD (EI),,1997,33.43034
OECD (EI),,1998,35.817043
OECD (EI),,1999,38.369663
OECD (EI),,2000,45.699715
OECD (EI),,2001,51.16567
OECD (EI),,2002,63.090313
OECD (EI),,2003,82.258125
OECD (EI),,2004,104.341156
OECD (EI),,2005,127.5521
OECD (EI),,2006,173.80003
OECD (EI),,2007,241.98714
OECD (EI),,2008,332.8979
OECD (EI),,2009,390.54193
OECD (EI),,2010,456.0773
OECD (EI),,2011,494.29468
OECD (EI),,2012,489.2106
OECD (EI),,2013,516.15576
OECD (EI),,2014,555.23785
OECD (EI),,2015,567.1535
OECD (EI),,2016,589.80664
OECD (EI),,2017,619.3818
OECD (EI),,2018,653.0305
OECD (EI),,2019,650.27057
OECD (EI),,2020,607.43604
OECD (EI),,2021,641.6207
OECD (EI),,2022,667.5365
OECD (EI),,2023,719.31866
OECD (EI),,2024,761.51654
Oceania,OWID_OCE,1990,0
Oceania,OWID_OCE,1991,0
Oceania,OWID_OCE,1992,0
Oceania,OWID_OCE,1993,0
Oceania,OWID_OCE,1994,0
Oceania,OWID_OCE,1995,0
Oceania,OWID_OCE,1996,0
Oceania,OWID_OCE,1997,0
Oceania,OWID_OCE,1998,0
Oceania,OWID_OCE,1999,0
Oceania,OWID_OCE,2000,0
Oceania,OWID_OCE,2001,0
Oceania,OWID_OCE,2002,0
Oceania,OWID_OCE,2003,0.5353231
Oceania,OWID_OCE,2004,0.32180902
Oceania,OWID_OCE,2005,0.32005984
Oceania,OWID_OCE,2006,0.5920587
Oceania,OWID_OCE,2007,1.1593293
Oceania,OWID_OCE,2008,1.8793633
Oceania,OWID_OCE,2009,2.695126
Oceania,OWID_OCE,2010,2.1017818
Oceania,OWID_OCE,2011,2.5427175
Oceania,OWID_OCE,2012,2.6933994
Oceania,OWID_OCE,2013,2.845892
Oceania,OWID_OCE,2014,2.989948
Oceania,OWID_OCE,2015,2.6403356
Oceania,OWID_OCE,2016,1.4622645
Oceania,OWID_OCE,2017,1.2355341
Oceania,OWID_OCE,2018,1.5035335
Oceania,OWID_OCE,2019,1.7374655
Oceania,OWID_OCE,2020,1.4528768
Oceania,OWID_OCE,2021,1.2335895
Oceania,OWID_OCE,2022,1.2389314
Oceania,OWID_OCE,2023,1.3604082
Oceania,OWID_OCE,2024,1.4383049
Other Asia Pacific (EI),,1990,0
Other Asia Pacific (EI),,1991,0
Other Asia Pacific (EI),,1992,0
Other Asia Pacific (EI),,1993,0
Other Asia Pacific (EI),,1994,0
Other Asia Pacific (EI),,1995,0
Other Asia Pacific (EI),,1996,0
Other Asia Pacific (EI),,1997,0
Other Asia Pacific (EI),,1998,0
Other Asia Pacific (EI),,1999,0
Other Asia Pacific (EI),,2000,0
Other Asia Pacific (EI),,2001,0
Other Asia Pacific (EI),,2002,0
Other Asia Pacific (EI),,2003,0.0001163
Other Asia Pacific (EI),,2004,0.001163
Other Asia Pacific (EI),,2005,0.011440777
Other Asia Pacific (EI),,2006,1.4203571
Other Asia Pacific (EI),,2007,2.6427546
Other Asia Pacific (EI),,2008,4.518574
Other Asia Pacific (EI),,2009,5.1799393
Other Asia Pacific (EI),,2010,4.7345557
Other Asia Pacific (EI),,2011,9.878866
Other Asia Pacific (EI),,2012,13.336239
Other Asia Pacific (EI),,2013,17.396872
Other Asia Pacific (EI),,2014,20.218313
Other Asia Pacific (EI),,2015,22.740334
Other Asia Pacific (EI),,2016,20.2751
Other Asia Pacific (EI),,2017,19.30756
Other Asia Pacific (EI),,2018,21.744154
Other Asia Pacific (EI),,2019,32.986256
Other Asia Pacific (EI),,2020,28.061728
Other Asia Pacific (EI),,2021,29.793028
Other Asia Pacific (EI),,2022,32.42171
Other Asia Pacific (EI),,2023,40.941795
Other Asia Pacific (EI),,2024,48.114353
Other Europe (EI),,1990,0
Other Europe (EI),,1991,0
Other Europe (EI),,1992,0.034944445
Other Europe (EI),,1993,0.057555556
Other Europe (EI),,1994,0.09455556
Other Europe (EI),,1995,0.12127778
Other Europe (EI),,1996,0.20144445
Other Europe (EI),,1997,0.3005915
Other Europe (EI),,1998,0.17657606
Other Europe (EI),,1999,0.3290998
Other Europe (EI),,2000,0.7073538
Other Europe (EI),,2001,1.4240447
Other Europe (EI),,2002,1.5363442
Other Europe (EI),,2003,1.6771456
Other Europe (EI),,2004,1.8175445
Other Europe (EI),,2005,2.82305
Other Europe (EI),,2006,4.053143
Other Europe (EI),,2007,5.218345
Other Europe (EI),,2008,9.865168
Other Europe (EI),,2009,11.583374
Other Europe (EI),,2010,11.861812
Other Europe (EI),,2011,13.199901
Other Europe (EI),,2012,15.179781
Other Europe (EI),,2013,16.167759
Other Europe (EI),,2014,16.298122
Other Europe (EI),,2015,17.409739
Other Europe (EI),,2016,18.6951
Other Europe (EI),,2017,19.570297
Other Europe (EI),,2018,21.748402
Other Europe (EI),,2019,24.87475
Other Europe (EI),,2020,24.15274
Other Europe (EI),,2021,24.5563
Other Europe (EI),,2022,25.204277
Other Europe (EI),,2023,26.789576
Other Europe (EI),,2024,28.182318
Other South and Central America (EI),,1990,0.96319133
Other South and Central America (EI),,1991,0.821748
Other South and Central America (EI),,1992,0.7640003
Other South and Central America (EI),,1993,0.6260259
Other South and Central America (EI),,1994,0.5644741
Other South and Central America (EI),,1995,0.5037235
Other South and Central America (EI),,1996,0.50185686
Other South and Central America (EI),,1997,0.42869276
Other South and Central America (EI),,1998,0.34678283
Other South and Central America (EI),,1999,0.39497823
Other South and Central America (EI),,2000,0.380215
Other South and Central America (EI),,2001,0.36321747
Other South and Central America (EI),,2002,1.1143851
Other South and Central America (EI),,2003,1.4601876
Other South and Central America (EI),,2004,1.2977283
Other South and Central America (EI),,2005,1.8246083
Other South and Central America (EI),,2006,3.3381934
Other South and Central America (EI),,2007,4.3890367
Other South and Central America (EI),,2008,6.726893
Other South and Central America (EI),,2009,4.388373
Other South and Central America (EI),,2010,2.1295161
Other South and Central America (EI),,2011,2.6687155
Other South and Central America (EI),,2012,3.628353
Other South and Central America (EI),,2013,3.595388
Other South and Central America (EI),,2014,4.190288
Other South and Central America (EI),,2015,4.2018166
Other South and Central America (EI),,2016,4.8144927
Other South and Central America (EI),,2017,4.369232
Other South and Central America (EI),,2018,5.226913
Other South and Central America (EI),,2019,6.201288
Other South and Central America (EI),,2020,5.662664
Other South and Central America (EI),,2021,6.9512024
Other South and Central America (EI),,2022,6.1600356
Other South and Central America (EI),,2023,6.535011
Other South and Central America (EI),,2024,7.5431232
Poland,POL,1990,0
Poland,POL,1991,0
Poland,POL,1992,0
Poland,POL,1993,0
Poland,POL,1994,0
Poland,POL,1995,0
Poland,POL,1996,0
Poland,POL,1997,0
Poland,POL,1998,0
Poland,POL,1999,0
Poland,POL,2000,0
Poland,POL,2001,0
Poland,POL,2002,0
Poland,POL,2003,0.34308362
Poland,POL,2004,0.06880471
Poland,POL,2005,1.3228952
Poland,POL,2006,1.7473805
Poland,POL,2007,1.1637131
Poland,POL,2008,3.3347955
Poland,POL,2009,4.6976676
Poland,POL,2010,5.041024
Poland,POL,2011,4.7568064
Poland,POL,2012,7.505673
Poland,POL,2013,8.021459
Poland,POL,2014,8.657343
Poland,POL,2015,9.3839445
Poland,POL,2016,10.681111
Poland,POL,2017,10.640031
Poland,POL,2018,10.500066
Poland,POL,2019,11.371845
Poland,POL,2020,11.306277
Poland,POL,2021,12.020443
Poland,POL,2022,12.437226
Poland,POL,2023,12.508033
Poland,POL,2024,12.639253
Portugal,PRT,1990,0
Portugal,PRT,1991,0
Portugal,PRT,1992,0
Portugal,PRT,1993,0
Portugal,PRT,1994,0
Portugal,PRT,1995,0
Portugal,PRT,1996,0
Portugal,PRT,1997,0
Portugal,PRT,1998,0
Portugal,PRT,1999,0
Portugal,PRT,2000,0
Portugal,PRT,2001,0
Portugal,PRT,2002,0
Portugal,PRT,2003,0
Portugal,PRT,2004,0
Portugal,PRT,2005,0.010612133
Portugal,PRT,2006,0.81772375
Portugal,PRT,2007,1.8858278
Portugal,PRT,2008,1.7329049
Portugal,PRT,2009,2.6254027
Portugal,PRT,2010,3.3028035
Portugal,PRT,2011,3.8410752
Portugal,PRT,2012,3.2053094
Portugal,PRT,2013,3.1913302
Portugal,PRT,2014,3.503142
Portugal,PRT,2015,3.729485
Portugal,PRT,2016,3.4632163
Portugal,PRT,2017,3.6766036
Portugal,PRT,2018,3.8038125
Portugal,PRT,2019,4.1115193
Portugal,PRT,2020,3.491698
Portugal,PRT,2021,3.3248775
Portugal,PRT,2022,3.6816125
Portugal,PRT,2023,3.5510325
Portugal,PRT,2024,3.070616
South America,OWID_SAM,1990,68.512
South America,OWID_SAM,1991,76.8156
South America,OWID_SAM,1992,70.37044
South America,OWID_SAM,1993,68.25598
South America,OWID_SAM,1994,74.95961
South America,OWID_SAM,1995,76.39261
South America,OWID_SAM,1996,85.029236
South America,OWID_SAM,1997,93.439804
South America,OWID_SAM,1998,85.30479
South America,OWID_SAM,1999,78.68598
South America,OWID_SAM,2000,65.069145
South America,OWID_SAM,2001,69.8986
South America,OWID_SAM,2002,76.7284
South America,OWID_SAM,2003,88.399
South America,OWID_SAM,2004,89.181694
South America,OWID_SAM,2005,97.71277
South America,OWID_SAM,2006,110.13282
South America,OWID_SAM,2007,143.51677
South America,OWID_SAM,2008,183.2602
South America,OWID_SAM,2009,187.20612
South America,OWID_SAM,2010,215.0844
South America,OWID_SAM,2011,195.54706
South America,OWID_SAM,2012,200.72952
South America,OWID_SAM,2013,225.34843
South America,OWID_SAM,2014,242.52855
South America,OWID_SAM,2015,250.3968
South America,OWID_SAM,2016,246.57733
South America,OWID_SAM,2017,250.43669
South America,OWID_SAM,2018,289.47998
South America,OWID_SAM,2019,302.57318
South America,OWID_SAM,2020,279.74622
South America,OWID_SAM,2021,283.5666
South America,OWID_SAM,2022,289.89322
South America,OWID_SAM,2023,318.4006
South America,OWID_SAM,2024,347.18433
South Korea,KOR,1990,0
South Korea,KOR,1991,0
South Korea,KOR,1992,0
South Korea,KOR,1993,0
South Korea,KOR,1994,0
South Korea,KOR,1995,0
South Korea,KOR,1996,0
South Korea,KOR,1997,0
South Korea,KOR,1998,0
South Korea,KOR,1999,0
South Korea,KOR,2000,0
South Korea,KOR,2001,0
South Korea,KOR,2002,0.010612133
South Korea,KOR,2003,0.016869947
South Korea,KOR,2004,0.053947262
South Korea,KOR,2005,0.13318573
South Korea,KOR,2006,0.53019184
South Korea,KOR,2007,0.9665246
South Korea,KOR,2008,2.0659764
South Korea,KOR,2009,2.9562182
South Korea,KOR,2010,4.14984
South Korea,KOR,2011,3.908308
South Korea,KOR,2012,4.185823
South Korea,KOR,2013,4.2924123
South Korea,KOR,2014,4.5089393
South Korea,KOR,2015,5.1328425
South Korea,KOR,2016,5.15045
South Korea,KOR,2017,4.978256
South Korea,KOR,2018,7.946011
South Korea,KOR,2019,8.137662
South Korea,KOR,2020,8.0241995
South Korea,KOR,2021,6.9439
South Korea,KOR,2022,7.9435096
South Korea,KOR,2023,8.052315
South Korea,KOR,2024,8.827924
South and Central America (EI),,1990,69.47519
South and Central America (EI),,1991,77.637344
South and Central America (EI),,1992,71.13444
South and Central America (EI),,1993,68.882
South and Central America (EI),,1994,75.52408
South and Central America (EI),,1995,76.89633
South and Central America (EI),,1996,85.53109
South and Central America (EI),,1997,93.8685
South and Central America (EI),,1998,85.651566
South and Central America (EI),,1999,79.08096
South and Central America (EI),,2000,65.449356
South and Central America (EI),,2001,70.26182
South and Central America (EI),,2002,77.84278
South and Central America (EI),,2003,89.859184
South and Central America (EI),,2004,90.47943
South and Central America (EI),,2005,99.53738
South and Central America (EI),,2006,113.47101
South and Central America (EI),,2007,147.90579
South and Central America (EI),,2008,189.98708
South and Central America (EI),,2009,191.5945
South and Central America (EI),,2010,217.2139
South and Central America (EI),,2011,198.21577
South and Central America (EI),,2012,204.35786
South and Central America (EI),,2013,228.94382
South and Central America (EI),,2014,246.71884
South and Central America (EI),,2015,254.59863
South and Central America (EI),,2016,251.39182
South and Central America (EI),,2017,254.80592
South and Central America (EI),,2018,294.7069
South and Central America (EI),,2019,308.77448
South and Central America (EI),,2020,285.40887
South and Central America (EI),,2021,290.5178
South and Central America (EI),,2022,296.05325
South and Central America (EI),,2023,324.9356
South and Central America (EI),,2024,354.72745
Spain,ESP,1990,0
Spain,ESP,1991,0
Spain,ESP,1992,0
Spain,ESP,1993,0
Spain,ESP,1994,0
Spain,ESP,1995,0
Spain,ESP,1996,0
Spain,ESP,1997,0
Spain,ESP,1998,0
Spain,ESP,1999,0
Spain,ESP,2000,0.8512966
Spain,ESP,2001,0.8489706
Spain,ESP,2002,1.4820771
Spain,ESP,2003,2.090464
Spain,ESP,2004,2.546627
Spain,ESP,2005,3.4133594
Spain,ESP,2006,3.0383132
Spain,ESP,2007,4.2587085
Spain,ESP,2008,4.3520007
Spain,ESP,2009,10.473661
Spain,ESP,2010,11.731279
Spain,ESP,2011,9.744389
Spain,ESP,2012,7.0816107
Spain,ESP,2013,8.566667
Spain,ESP,2014,11.827222
Spain,ESP,2015,12.883056
Spain,ESP,2016,13.852012
Spain,ESP,2017,21.54365
Spain,ESP,2018,25.122383
Spain,ESP,2019,24.21578
Spain,ESP,2020,20.759722
Spain,ESP,2021,19.14101
Spain,ESP,2022,19.181992
Spain,ESP,2023,17.370277
Spain,ESP,2024,17.837536
Sweden,SWE,1990,0
Sweden,SWE,1991,0
Sweden,SWE,1992,0
Sweden,SWE,1993,0
Sweden,SWE,1994,0
Sweden,SWE,1995,0
Sweden,SWE,1996,0
Sweden,SWE,1997,0
Sweden,SWE,1998,0
Sweden,SWE,1999,0
Sweden,SWE,2000,0
Sweden,SWE,2001,0.16962354
Sweden,SWE,2002,0.3798009
Sweden,SWE,2003,1.0517358
Sweden,SWE,2004,1.9810077
Sweden,SWE,2005,0.4183427
Sweden,SWE,2006,0.47564375
Sweden,SWE,2007,0.57034683
Sweden,SWE,2008,1.540661
Sweden,SWE,2009,2.1265106
Sweden,SWE,2010,2.4114687
Sweden,SWE,2011,2.2329483
Sweden,SWE,2012,2.6494768
Sweden,SWE,2013,2.6463947
Sweden,SWE,2014,2.6483138
Sweden,SWE,2015,2.5444229
Sweden,SWE,2016,2.4066658
Sweden,SWE,2017,2.1583185
Sweden,SWE,2018,4.238693
Sweden,SWE,2019,5.001016
Sweden,SWE,2020,4.891601
Sweden,SWE,2021,5.889397
Sweden,SWE,2022,5.61522
Sweden,SWE,2023,6.370751
Sweden,SWE,2024,10.357987
Thailand,THA,1990,0
Thailand,THA,1991,0
Thailand,THA,1992,0
Thailand,THA,1993,0
Thailand,THA,1994,0
Thailand,THA,1995,0
Thailand,THA,1996,0
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0.034402356
Thailand,THA,2005,0.62394303
Thailand,THA,2006,0.9670266
Thailand,THA,2007,1.6659788
Thailand,THA,2008,6.0350504
Thailand,THA,2009,7.437994
Thailand,THA,2010,9.69942
Thailand,THA,2011,10.68797
Thailand,THA,2012,14.64217
Thailand,THA,2013,18.71267
Thailand,THA,2014,20.92237
Thailand,THA,2015,22.57383
Thailand,THA,2016,20.25946
Thailand,THA,2017,22.43427
Thailand,THA,2018,24.55093
Thailand,THA,2019,27.458431
Thailand,THA,2020,27.65614
Thailand,THA,2021,24.48115
Thailand,THA,2022,22.37612
Thailand,THA,2023,24.562561
Thailand,THA,2024,24.377518
United Kingdom,GBR,1990,0
United Kingdom,GBR,1991,0
United Kingdom,GBR,1992,0
United Kingdom,GBR,1993,0
United Kingdom,GBR,1994,0
United Kingdom,GBR,1995,0
United Kingdom,GBR,1996,0
United Kingdom,GBR,1997,0
United Kingdom,GBR,1998,0
United Kingdom,GBR,1999,0
United Kingdom,GBR,2000,0
United Kingdom,GBR,2001,0
United Kingdom,GBR,2002,0.031836398
United Kingdom,GBR,2003,0.106121324
United Kingdom,GBR,2004,0.106412075
United Kingdom,GBR,2005,0.09173744
United Kingdom,GBR,2006,2.6513376
United Kingdom,GBR,2007,4.5208836
United Kingdom,GBR,2008,3.3232377
United Kingdom,GBR,2009,2.5000196
United Kingdom,GBR,2010,3.268623
United Kingdom,GBR,2011,2.0225034
United Kingdom,GBR,2012,3.48272
United Kingdom,GBR,2013,5.8598223
United Kingdom,GBR,2014,4.5294776
United Kingdom,GBR,2015,3.5043516
United Kingdom,GBR,2016,6.3051696
United Kingdom,GBR,2017,8.639752
United Kingdom,GBR,2018,7.972656
United Kingdom,GBR,2019,6.818681
United Kingdom,GBR,2020,7.4978495
United Kingdom,GBR,2021,7.53624
United Kingdom,GBR,2022,8.05959
United Kingdom,GBR,2023,9.413046
United Kingdom,GBR,2024,8.719674
United States,USA,1990,16.732742
United States,USA,1991,19.388733
United States,USA,1992,22.044722
United States,USA,1993,25.833725
United States,USA,1994,28.846283
United States,USA,1995,30.384048
United States,USA,1996,21.786278
United States,USA,1997,28.832184
United States,USA,1998,31.444319
United States,USA,1999,32.786575
United States,USA,2000,36.307644
United States,USA,2001,39.80129
United States,USA,2002,48.25923
United States,USA,2003,63.25451
United States,USA,2004,77.1594
United States,USA,2005,90.52149
United States,USA,2006,117.979416
United States,USA,2007,162.89423
United States,USA,2008,231.79964
United States,USA,2009,262.63998
United States,USA,2010,309.4932
United States,USA,2011,347.36652
United States,USA,2012,331.92157
United States,USA,2013,348.46423
United States,USA,2014,370.0955
United States,USA,2015,381.23242
United States,USA,2016,407.63672
United States,USA,2017,420.88632
United States,USA,2018,435.04752
United States,USA,2019,429.92654
United States,USA,2020,393.43954
United States,USA,2021,425.18463
United States,USA,2022,452.0822
United States,USA,2023,497.89624
United States,USA,2024,532.58624
Upper-middle-income countries,OWID_UMC,1990,68.512
Upper-middle-income countries,OWID_UMC,1991,76.8156
Upper-middle-income countries,OWID_UMC,1992,70.37044
Upper-middle-income countries,OWID_UMC,1993,68.25598
Upper-middle-income countries,OWID_UMC,1994,74.95961
Upper-middle-income countries,OWID_UMC,1995,76.39261
Upper-middle-income countries,OWID_UMC,1996,85.029236
Upper-middle-income countries,OWID_UMC,1997,93.439804
Upper-middle-income countries,OWID_UMC,1998,85.30479
Upper-middle-income countries,OWID_UMC,1999,78.68598
Upper-middle-income countries,OWID_UMC,2000,65.069145
Upper-middle-income countries,OWID_UMC,2001,69.95166
Upper-middle-income countries,OWID_UMC,2002,78.49688
Upper-middle-income countries,OWID_UMC,2003,93.25523
Upper-middle-income countries,OWID_UMC,2004,95.18144
Upper-middle-income countries,OWID_UMC,2005,106.80752
Upper-middle-income countries,OWID_UMC,2006,123.84488
Upper-middle-income countries,OWID_UMC,2007,161.1925
Upper-middle-income countries,OWID_UMC,2008,211.17262
Upper-middle-income countries,OWID_UMC,2009,214.67964
Upper-middle-income countries,OWID_UMC,2010,244.79805
Upper-middle-income countries,OWID_UMC,2011,244.94052
Upper-middle-income countries,OWID_UMC,2012,259.37454
Upper-middle-income countries,OWID_UMC,2013,296.08154
Upper-middle-income countries,OWID_UMC,2014,329.0537
Upper-middle-income countries,OWID_UMC,2015,312.72162
Upper-middle-income countries,OWID_UMC,2016,324.36276
Upper-middle-income countries,OWID_UMC,2017,323.79294
Upper-middle-income countries,OWID_UMC,2018,397.78952
Upper-middle-income countries,OWID_UMC,2019,440.20374
Upper-middle-income countries,OWID_UMC,2020,421.26093
Upper-middle-income countries,OWID_UMC,2021,438.0463
Upper-middle-income countries,OWID_UMC,2022,465.60687
Upper-middle-income countries,OWID_UMC,2023,514.1076
Upper-middle-income countries,OWID_UMC,2024,565.33716
World,OWID_WRL,1990,86.5863
World,OWID_WRL,1991,97.41143
World,OWID_WRL,1992,93.686874
World,OWID_WRL,1993,95.28714
World,OWID_WRL,1994,105.83975
World,OWID_WRL,1995,109.823586
World,OWID_WRL,1996,110.976395
World,OWID_WRL,1997,127.39432
World,OWID_WRL,1998,121.57153
World,OWID_WRL,1999,117.51924
World,OWID_WRL,2000,112.215546
World,OWID_WRL,2001,122.578415
World,OWID_WRL,2002,144.04039
World,OWID_WRL,2003,178.25037
World,OWID_WRL,2004,201.25858
World,OWID_WRL,2005,237.02116
World,OWID_WRL,2006,301.89563
World,OWID_WRL,2007,410.08588
World,OWID_WRL,2008,556.3209
World,OWID_WRL,2009,614.0576
World,OWID_WRL,2010,706.45715
World,OWID_WRL,2011,751.1705
World,OWID_WRL,2012,764.31354
World,OWID_WRL,2013,832.6453
World,OWID_WRL,2014,907.98663
World,OWID_WRL,2015,909.044
World,OWID_WRL,2016,943.0741
World,OWID_WRL,2017,970.6383
World,OWID_WRL,2018,1084.535
World,OWID_WRL,2019,1140.2383
World,OWID_WRL,2020,1074.6621
World,OWID_WRL,2021,1132.0234
World,OWID_WRL,2022,1196.7405
World,OWID_WRL,2023,1313.8804
World,OWID_WRL,2024,1424.5156
